Level,id,Wissenschaftlicher Name,Name,Euring,Species id,Familie,Artengruppe,Artstatus,Datum,Zeit,Erfassungsdatum,Typ des Meldesystems,versteckt bis,hide level,Anzahl,Geschlecht,Stadium,Aktivität,31468-X,31468-Y,Lon,Lat,Genauigkeit,Biotop,Gebiet,Bundesland,Provinz,Benutzer,Admin,Status,sicher,"entflohen, ausgesetzt oder angepflanzt",Methode,link,Bemerkungen,Bemerkungen zum Ort,Tagesliste,Foto
+,173391668,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,091,164","5,689,801","614,750,973,880,291","511,964,793,002,394",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391668,,,0,N
+,173391669,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,091,185","5,689,771","614,784,434,437,752","511,962,257,072,066",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391669,,,0,N
+,173391670,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,5,unbekannt,unbekannt,singend,"4,091,029","5,689,738","614,565,633,237,362","511,958,208,378,892",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391670,,,0,N
+,173391671,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,090,929","5,689,685","614,429,779,350,758","511,952,720,420,399",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391671,,,0,N
+,173391672,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,090,981","5,689,720","614,499,684,423,208","511,956,298,526,327",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391672,,,0,N
+,173391673,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,5,unbekannt,unbekannt,singend,"4,090,778","5,689,882","614,192,672,073,841","511,969,293,351,426",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391673,,,0,N
+,173391674,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,8,unbekannt,unbekannt,singend,"4,090,224","5,689,709","613,423,816,859,722","51,194,988,186,798",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391674,,,0,N
+,173391675,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,090,075","5,689,840","613,196,633,756,161","51,196,053,002,619",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391675,,,0,N
+,173391676,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,090,083","5,690,005","613,189,794,123,173","511,975,323,161,941",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391676,,,0,N
+,173391677,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,4,unbekannt,unbekannt,singend,"4,090,062","5,690,062","613,152,243,196,964","511,980,296,120,498",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391677,,,0,N
+,173391678,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,090,202","5,690,061","613,352,805,376,053","511,981,142,799,687",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391678,,,0,N
+,173391679,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,090,218","5,690,009","613,381,437,957,287","511,976,659,374,077",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391679,,,0,N
+,173391680,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,090,285","5,690,012","613,476,153,463,125","511,977,396,810,247",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391680,,,0,N
+,173391681,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,5,unbekannt,unbekannt,singend,"4,090,511","5,690,071","613,790,240,138,769","511,984,304,702,009",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391681,,,0,N
+,173391682,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,5,unbekannt,unbekannt,singend,"4,090,792","5,690,076","614,189,855,754,375","511,986,712,355,271",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391682,,,0,N
+,173391683,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,090,945","5,690,027","614,413,686,096,668","511,983,426,514,704",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391683,,,0,N
+,173391684,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,091,125","5,690,085","614,662,326,872,349","511,989,941,448,136",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391684,,,0,N
+,173391685,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,091,218","5,690,013","614,803,746,342,659","511,984,134,527,088",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391685,,,0,N
+,173391686,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,091,301","5,690,111","614,910,934,120,417","511,993,473,045,584",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391686,,,0,N
+,173391687,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,088,886","5,689,978","611,488,971,859,217","511,964,313,971,056",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391687,,,0,N
+,173391688,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,22:00,30/05/2019,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,088,985","5,690,046","611,622,579,395,771","511,971,114,908,775",25, onbekend,BRD - Maas-Schwalm-Nette,BRD - Nordrhein-Westfalen,Germany,Sylvain Wamelink,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173391688,,,0,N
+,182924837,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,,06/12/2019,Site,01/01/1980,0,2,männlich,Imago,singend,"4,249,831","5,770,182","835,451,603","5,200,902,119",100, onbekend,BRD - NSG Feuchtwiesen In den Woesten,BRD - Nordrhein-Westfalen,Germany,Jürgen Schleef,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/182924837,"""""",,0,N
+,182924846,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,29/05/2019,,06/12/2019,Site,01/01/1980,0,2,männlich,Imago,singend,"4,249,631","5,769,513","835,210,562","5,200,293,232",10, onbekend,BRD - NSG Feuchtwiesen In den Woesten,BRD - Nordrhein-Westfalen,Germany,Jürgen Schleef,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/182924846,"""""",,0,N
+,173574944,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:35,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,474","5,629,907","644,411,516,189,575","506,720,733,642,578",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574944,,,0,N
+,173574945,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:34,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,475","5,629,915","644,412,899,017,334","506,721,458,435,059",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574945,,,0,N
+,173574946,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:34,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,463","5,629,918","64,439,582,824,707","506,721,687,316,895",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574946,,,0,N
+,173574947,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:33,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,448","5,629,944","644,372,034,072,876","506,723,861,694,336",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574947,,,0,N
+,173574948,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:33,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,481","5,629,931","644,419,240,951,538","50,672,290,802,002",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574948,,,0,N
+,173574949,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:33,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,484","5,629,931","644,423,294,067,383","506,722,946,166,992",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574949,,,0,N
+,173574950,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:32,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,498","5,629,937","644,442,129,135,132","5,067,236,328,125",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574950,,,0,N
+,173574951,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:32,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,484","5,629,949","644,422,388,076,782","506,724,586,486,816",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574951,,,0,N
+,173574952,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:32,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,475","5,629,946","644,409,275,054,932","506,724,243,164,063",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574952,,,0,N
+,173574954,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:31,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,466","5,629,949","644,395,923,614,502","506,724,472,045,898",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574954,,,0,N
+,173574955,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:31,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,454","5,629,948","64,438,009,262,085","506,724,319,458,008",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574955,,,0,N
+,173574956,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:31,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,437","5,629,943","644,356,203,079,224","506,723,709,106,445",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574956,,,0,N
+,173574957,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:30,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,433","5,629,948","64,434,986,114,502","506,724,128,723,145",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574957,,,0,N
+,173574958,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:30,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,449","5,629,971","644,369,888,305,664","506,726,264,953,613",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574958,,,0,N
+,173574959,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:29,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,453","5,629,978","644,374,847,412,109","506,726,989,746,094",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574959,,,0,N
+,173574960,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:29,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,452","5,629,992","644,371,604,919,434","506,728,172,302,246",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574960,,,0,N
+,173574961,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:29,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,450","5,629,999","6,443,687,915,802","506,728,782,653,809",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574961,,,0,N
+,173574962,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:28,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,447","5,630,023","644,361,209,869,385","506,730,918,884,277",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574962,,,0,N
+,173574963,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:28,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,451","5,630,021","644,367,456,436,157","506,730,766,296,387",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574963,,,0,N
+,173574964,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:27,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,471","5,630,008","644,396,686,553,955","506,729,736,328,125",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574964,,,0,N
+,173574965,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:27,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,480","5,630,016","644,408,512,115,479","506,730,537,414,551",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574965,,,0,N
+,173574966,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:27,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,475","5,630,025","644,401,550,292,969","506,731,300,354,004",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574966,,,0,N
+,173574967,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:26,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,449","5,630,035","644,363,832,473,755","506,732,063,293,457",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574967,,,0,N
+,173574968,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:26,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,448","5,630,045","644,361,400,604,248","506,732,940,673,828",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574968,,,0,N
+,173574969,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:26,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,450","5,630,053","64,436,297,416,687","506,733,627,319,336",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574969,,,0,N
+,173574971,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:26,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,449","5,630,069","644,359,588,623,047","50,673,511,505,127",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574971,,,0,N
+,173574972,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:26,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,451","5,630,077","644,361,972,808,838","506,735,763,549,805",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574972,,,0,N
+,173574973,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,01/06/2019,16:25,01/06/2019,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,107,454","5,630,079","644,365,215,301,514","506,735,992,431,641",25, onbekend,BRD - Eifel Nationalpark,BRD - Nordrhein-Westfalen,Germany,Axel Hochkirch,Florin Rutschmann,P,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/173574973,,,0,N
